date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
30/07/2017;Japan;Australia;2;4;Tournament of Nations;San Diego;United States;TRUE
30/07/2017;United States;Brazil;4;3;Tournament of Nations;San Diego;United States;FALSE
03/08/2017;Denmark;Austria;0;0;UEFA Euro;Breda;Netherlands;TRUE
03/08/2017;Netherlands;England;3;0;UEFA Euro;Enschede;Netherlands;FALSE
03/08/2017;Australia;Brazil;6;1;Tournament of Nations;Carson;United States;TRUE
03/08/2017;United States;Japan;3;0;Tournament of Nations;Carson;United States;FALSE
06/08/2017;Netherlands;Denmark;4;2;UEFA Euro;Enschede;Netherlands;FALSE
14/09/2017;Faroe Islands;Czech Republic;0;8;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE
15/09/2017;Albania;Switzerland;1;4;FIFA World Cup qualification;Elbasan;Albania;FALSE
15/09/2017;Poland;Belarus;4;1;FIFA World Cup qualification;Łęczna;Poland;FALSE
15/09/2017;Norway;Northern Ireland;4;1;FIFA World Cup qualification;Fredrikstad;Norway;FALSE
15/09/2017;Ukraine;Croatia;1;1;FIFA World Cup qualification;Lviv;Ukraine;FALSE
15/09/2017;Italy;Moldova;5;0;FIFA World Cup qualification;La Spezia;Italy;FALSE
16/09/2017;United States;New Zealand;3;1;Friendly;Denver;United States;FALSE
16/09/2017;Germany;Slovenia;6;0;FIFA World Cup qualification;Ingolstadt;Germany;FALSE
17/09/2017;Kazakhstan;Wales;0;1;FIFA World Cup qualification;Astana;Kazakhstan;FALSE
18/09/2017;Iceland;Faroe Islands;8;0;FIFA World Cup qualification;Reykjavík;Iceland;FALSE
19/09/2017;England;Russia;6;0;FIFA World Cup qualification;Birkenhead;England;FALSE
19/09/2017;Belarus;Albania;1;0;FIFA World Cup qualification;Minsk;Belarus;FALSE
19/09/2017;Switzerland;Poland;2;1;FIFA World Cup qualification;Biel/Bienne;Switzerland;FALSE
19/09/2017;Norway;Slovakia;6;1;FIFA World Cup qualification;Sarpsborg;Norway;FALSE
19/09/2017;Northern Ireland;Republic of Ireland;0;2;FIFA World Cup qualification;Lurgan;Northern Ireland;FALSE
19/09/2017;Hungary;Denmark;1;6;FIFA World Cup qualification;Győr;Hungary;FALSE
19/09/2017;Croatia;Sweden;0;2;FIFA World Cup qualification;Varaždin;Croatia;FALSE
19/09/2017;Czech Republic;Germany;0;1;FIFA World Cup qualification;Ústí nad Labem;Czech Republic;FALSE
19/09/2017;Romania;Italy;0;1;FIFA World Cup qualification;Cluj-Napoca;Romania;FALSE
19/09/2017;Belgium;Moldova;12;0;FIFA World Cup qualification;Leuven;Belgium;FALSE
19/09/2017;Serbia;Austria;0;4;FIFA World Cup qualification;Kruševac;Serbia;FALSE
20/09/2017;United States;New Zealand;5;0;Friendly;Cincinnati;United States;FALSE
19/10/2017;Belarus;Scotland;1;2;FIFA World Cup qualification;Minsk;Belarus;FALSE
19/10/2017;Hungary;Croatia;2;2;FIFA World Cup qualification;Győr;Hungary;FALSE
19/10/2017;Serbia;Israel;2;0;FIFA World Cup qualification;Belgrade;Serbia;FALSE
20/10/2017;United States;South Korea;3;1;Friendly;New Orleans;United States;FALSE
20/10/2017;Sweden;Denmark;3;0;FIFA World Cup qualification;Gothenburg;Sweden;FALSE
20/10/2017;Germany;Iceland;2;3;FIFA World Cup qualification;Wiesbaden;Germany;FALSE
20/10/2017;Slovenia;Czech Republic;0;4;FIFA World Cup qualification;Domžale;Slovenia;FALSE
20/10/2017;Belgium;Romania;3;2;FIFA World Cup qualification;Leuven;Belgium;FALSE
21/10/2017;Kazakhstan;Bosnia and Herzegovina;0;2;FIFA World Cup qualification;Astana;Kazakhstan;FALSE
22/10/2017;United States;South Korea;6;0;Friendly;Cary;United States;FALSE
22/10/2017;Finland;Serbia;1;0;FIFA World Cup qualification;Helsinki;Finland;FALSE
23/10/2017;Israel;Spain;0;6;FIFA World Cup qualification;Ramat Gan;Israel;FALSE
24/10/2017;Russia;Wales;0;0;FIFA World Cup qualification;Saint Petersburg;Russia;FALSE
24/10/2017;Scotland;Albania;5;0;FIFA World Cup qualification;Paisley;Scotland;FALSE
24/10/2017;Slovakia;Republic of Ireland;0;2;FIFA World Cup qualification;Senec;Slovakia;FALSE
24/10/2017;Netherlands;Norway;1;0;FIFA World Cup qualification;Groningen;Netherlands;FALSE
24/10/2017;Croatia;Denmark;0;4;FIFA World Cup qualification;Zaprešić;Croatia;FALSE
24/10/2017;Sweden;Hungary;5;0;FIFA World Cup qualification;Borås;Sweden;FALSE
24/10/2017;Germany;Faroe Islands;11;0;FIFA World Cup qualification;Aspach;Germany;FALSE
24/10/2017;Czech Republic;Iceland;1;1;FIFA World Cup qualification;Znojmo;Czech Republic;FALSE
24/10/2017;Italy;Romania;3;0;FIFA World Cup qualification;Castel di Sangro;Italy;FALSE
24/10/2017;Portugal;Belgium;0;1;FIFA World Cup qualification;Penafiel;Portugal;FALSE
10/11/2017;Canada;United States;1;1;Friendly;Vancouver;Canada;FALSE
13/11/2017;United States;Canada;3;1;Friendly;San Jose;United States;FALSE
23/11/2017;Austria;Israel;2;0;FIFA World Cup qualification;Maria Enzersdorf;Austria;FALSE
24/11/2017;Wales;Kazakhstan;1;0;FIFA World Cup qualification;Cardiff;Wales;FALSE
24/11/2017;England;Bosnia and Herzegovina;4;0;FIFA World Cup qualification;Walsall;England;FALSE
24/11/2017;Albania;Poland;1;4;FIFA World Cup qualification;Shkodër;Albania;FALSE
24/11/2017;Switzerland;Belarus;3;0;FIFA World Cup qualification;Schaffhausen;Switzerland;FALSE
24/11/2017;Slovakia;Netherlands;0;5;FIFA World Cup qualification;Senec;Slovakia;FALSE
24/11/2017;Hungary;Ukraine;0;1;FIFA World Cup qualification;Balmazújváros;Hungary;FALSE
24/11/2017;Slovenia;Faroe Islands;5;0;FIFA World Cup qualification;Ajdovščina;Slovenia;FALSE
24/11/2017;Portugal;Moldova;8;0;FIFA World Cup qualification;Setúbal;Portugal;FALSE
24/11/2017;Serbia;Spain;1;2;FIFA World Cup qualification;Belgrade;Serbia;FALSE
26/11/2017;Finland;Israel;4;0;FIFA World Cup qualification;Helsinki;Finland;FALSE
28/11/2017;Bosnia and Herzegovina;Wales;0;1;FIFA World Cup qualification;Zenica;Bosnia and Herzegovina;FALSE
28/11/2017;England;Kazakhstan;5;0;FIFA World Cup qualification;Colchester;England;FALSE
28/11/2017;Switzerland;Albania;5;1;FIFA World Cup qualification;Biel/Bienne;Switzerland;FALSE
28/11/2017;Slovakia;Northern Ireland;1;3;FIFA World Cup qualification;Žilina;Slovakia;FALSE
28/11/2017;Netherlands;Republic of Ireland;0;0;FIFA World Cup qualification;Nijmegen;Netherlands;FALSE
28/11/2017;Romania;Moldova;3;1;FIFA World Cup qualification;Mogoșoaia;Romania;FALSE
28/11/2017;Portugal;Italy;0;1;FIFA World Cup qualification;Estoril;Portugal;FALSE
28/11/2017;Spain;Austria;4;0;FIFA World Cup qualification;Palma;Spain;FALSE
19/01/2018;Colombia;Thailand;1;1;Four Nations Tournament;Foshan;China PR;TRUE
19/01/2018;China PR;Vietnam;4;0;Four Nations Tournament;Foshan;China PR;FALSE
21/01/2018;China PR;Thailand;2;1;Four Nations Tournament;Foshan;China PR;FALSE
21/01/2018;Vietnam;Colombia;0;2;Four Nations Tournament;Foshan;China PR;TRUE
22/01/2018;United States;Denmark;5;1;Friendly;San Diego;United States;FALSE
22/01/2018;Israel;Finland;0;0;FIFA World Cup qualification;Ramat Gan;Israel;FALSE
23/01/2018;Thailand;Vietnam;2;0;Four Nations Tournament;Foshan;China PR;TRUE
23/01/2018;China PR;Colombia;2;0;Four Nations Tournament;Foshan;China PR;FALSE
28/02/2018;Portugal;China PR;2;1;Algarve Cup;Lagos;Portugal;FALSE
28/02/2018;Australia;Norway;4;3;Algarve Cup;Albufeira;Portugal;TRUE
28/02/2018;South Korea;Russia;3;1;Algarve Cup;Albufeira;Portugal;TRUE
28/02/2018;Canada;Sweden;1;3;Algarve Cup;Parchal;Portugal;TRUE
28/02/2018;Japan;Netherlands;2;6;Algarve Cup;Parchal;Portugal;TRUE
28/02/2018;Denmark;Iceland;0;0;Algarve Cup;Lagos;Portugal;TRUE
28/02/2018;Finland;Wales;0;1;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2018;Italy;Switzerland;3;0;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2018;Belgium;Czech Republic;1;2;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2018;Austria;Spain;0;2;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2018;Slovakia;South Africa;0;0;Cyprus Cup;Paralimni;Cyprus;TRUE
28/02/2018;Hungary;North Korea;0;2;Cyprus Cup;Paralimni;Cyprus;TRUE
01/03/2018;England;France;4;1;SheBelieves Cup;Columbus;United States;TRUE
01/03/2018;United States;Germany;1;0;SheBelieves Cup;Columbus;United States;FALSE
02/03/2018;Portugal;Australia;0;0;Algarve Cup;Estádio Algarve;Portugal;FALSE
02/03/2018;China PR;Norway;0;2;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
02/03/2018;Russia;Canada;0;1;Algarve Cup;Estádio Algarve;Portugal;TRUE
02/03/2018;Sweden;South Korea;1;1;Algarve Cup;Parchal;Portugal;TRUE
02/03/2018;Japan;Iceland;2;1;Algarve Cup;Parchal;Portugal;TRUE
02/03/2018;Denmark;Netherlands;2;3;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
02/03/2018;Wales;Italy;0;3;Cyprus Cup;Larnaca;Cyprus;TRUE
02/03/2018;Switzerland;Finland;4;0;Cyprus Cup;Larnaca;Cyprus;TRUE
02/03/2018;Czech Republic;Austria;0;2;Cyprus Cup;Larnaca;Cyprus;TRUE
02/03/2018;Spain;Belgium;0;0;Cyprus Cup;Larnaca;Cyprus;TRUE
02/03/2018;North Korea;Slovakia;1;0;Cyprus Cup;Paralimni;Cyprus;TRUE
02/03/2018;South Africa;Hungary;1;0;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2018;United States;France;1;1;SheBelieves Cup;Harrison;United States;FALSE
04/03/2018;Germany;England;2;2;SheBelieves Cup;Harrison;United States;TRUE
05/03/2018;Portugal;Norway;2;0;Algarve Cup;Estádio Algarve;Portugal;FALSE
05/03/2018;Australia;China PR;2;0;Algarve Cup;Albufeira;Portugal;TRUE
05/03/2018;Sweden;Russia;3;0;Algarve Cup;Parchal;Portugal;TRUE
05/03/2018;South Korea;Canada;0;3;Algarve Cup;Lagos;Portugal;TRUE
05/03/2018;Japan;Denmark;2;0;Algarve Cup;Estádio Algarve;Portugal;TRUE
05/03/2018;Iceland;Netherlands;0;0;Algarve Cup;Albufeira;Portugal;TRUE
05/03/2018;Finland;Italy;2;2;Cyprus Cup;Larnaca;Cyprus;TRUE
05/03/2018;Switzerland;Wales;0;0;Cyprus Cup;Larnaca;Cyprus;TRUE
05/03/2018;Belgium;Austria;2;0;Cyprus Cup;Larnaca;Cyprus;TRUE
05/03/2018;Spain;Czech Republic;2;0;Cyprus Cup;Larnaca;Cyprus;TRUE
05/03/2018;South Africa;North Korea;0;0;Cyprus Cup;Paralimni;Cyprus;TRUE
05/03/2018;Hungary;Slovakia;1;1;Cyprus Cup;Paralimni;Cyprus;TRUE
07/03/2018;China PR;Russia;2;1;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
07/03/2018;Iceland;Denmark;1;1;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
07/03/2018;South Korea;Norway;3;2;Algarve Cup;Albufeira;Portugal;TRUE
07/03/2018;Canada;Japan;2;0;Algarve Cup;Parchal;Portugal;TRUE
07/03/2018;Portugal;Australia;2;1;Algarve Cup;Albufeira;Portugal;FALSE
07/03/2018;France;Germany;3;0;SheBelieves Cup;Orlando;United States;TRUE
07/03/2018;United States;England;1;0;SheBelieves Cup;Orlando;United States;FALSE
07/03/2018;Hungary;Finland;0;2;Cyprus Cup;Paralimni;Cyprus;TRUE
07/03/2018;Slovakia;Czech Republic;2;5;Cyprus Cup;Larnaca;Cyprus;TRUE
07/03/2018;Wales;Austria;1;1;Cyprus Cup;Larnaca;Cyprus;TRUE
07/03/2018;South Africa;Belgium;1;2;Cyprus Cup;Larnaca;Cyprus;TRUE
07/03/2018;North Korea;Switzerland;2;1;Cyprus Cup;Paralimni;Cyprus;TRUE
07/03/2018;Italy;Spain;0;2;Cyprus Cup;Larnaca;Cyprus;TRUE
04/04/2018;Colombia;Uruguay;7;0;Copa América;La Serena;Chile;TRUE
04/04/2018;Chile;Paraguay;1;1;Copa América;La Serena;Chile;FALSE
04/04/2018;Senegal;Algeria;2;1;African Championship qualification;Dakar;Senegal;FALSE
04/04/2018;Libya;Ethiopia;0;8;African Championship qualification;Cairo;Egypt;TRUE
04/04/2018;Congo;Central African Republic;2;0;African Championship qualification;Brazzaville;Congo;FALSE
04/04/2018;Kenya;Uganda;1;0;African Championship qualification;Machakos;Kenya;FALSE
04/04/2018;Tanzania;Zambia;3;3;African Championship qualification;Dar es Salaam;Tanzania;FALSE
08/04/2018;Central African Republic;Congo;1;1;African Championship qualification;Bangui;Central African Republic;FALSE
05/04/2018;Ecuador;Venezuela;0;1;Copa América;Coquimbo;Chile;TRUE
05/04/2018;Brazil;Argentina;3;1;Copa América;Coquimbo;Chile;TRUE
05/04/2018;Bosnia and Herzegovina;Russia;1;6;FIFA World Cup qualification;Zenica;Bosnia and Herzegovina;FALSE
05/04/2018;Switzerland;Scotland;1;0;FIFA World Cup qualification;Schaffhausen;Switzerland;FALSE
05/04/2018;Croatia;Ukraine;0;3;FIFA World Cup qualification;Zadar;Croatia;FALSE
05/04/2018;Hungary;Sweden;1;4;FIFA World Cup qualification;Szombathely;Hungary;FALSE
05/04/2018;Austria;Serbia;1;1;FIFA World Cup qualification;Maria Enzersdorf;Austria;FALSE
05/04/2018;Namibia;Zimbabwe;0;2;African Championship qualification;Windhoek;Namibia;FALSE
06/04/2018;United States;Mexico;4;1;Friendly;Jacksonville;United States;FALSE
06/04/2018;Paraguay;Peru;3;0;Copa América;La Serena;Chile;TRUE
06/04/2018;Chile;Colombia;1;1;Copa América;La Serena;Chile;FALSE
06/04/2018;England;Wales;0;0;FIFA World Cup qualification;Southampton;England;FALSE
06/04/2018;Poland;Albania;1;1;FIFA World Cup qualification;Włocławek;Poland;FALSE
06/04/2018;Republic of Ireland;Slovakia;2;1;FIFA World Cup qualification;Dublin;Republic of Ireland;FALSE
06/04/2018;Netherlands;Northern Ireland;7;0;FIFA World Cup qualification;Eindhoven;Netherlands;FALSE
06/04/2018;Slovenia;Iceland;0;2;FIFA World Cup qualification;Lendava;Slovenia;FALSE
06/04/2018;Moldova;Italy;1;3;FIFA World Cup qualification;Vadul lui Vodă;Moldova;FALSE
06/04/2018;Belgium;Portugal;1;1;FIFA World Cup qualification;Leuven;Belgium;FALSE
06/04/2018;Finland;Spain;0;2;FIFA World Cup qualification;Helsinki;Finland;FALSE
06/04/2018;Morocco;Ivory Coast;1;1;African Championship qualification;Rabat;Morocco;FALSE
06/04/2018;Lesotho;Eswatini;1;0;African Championship qualification;Maseru;Lesotho;FALSE
06/06/2018;Algeria;Ethiopia;3;1;African Championship qualification;Algiers;Algeria;FALSE
06/06/2018;Ivory Coast;Mali;2;2;African Championship qualification;Abidjan;Ivory Coast;FALSE
06/06/2018;Gambia;Nigeria;0;1;African Championship qualification;Bakau;Gambia;FALSE
06/06/2018;Congo;Cameroon;0;5;African Championship qualification;Brazzaville;Congo;FALSE
06/06/2018;Kenya;Equatorial Guinea;2;1;African Championship qualification;Machakos;Kenya;FALSE
06/06/2018;Lesotho;South Africa;0;1;African Championship qualification;Maseru;Lesotho;FALSE
06/06/2018;Zambia;Zimbabwe;0;1;African Championship qualification;Lusaka;Zambia;FALSE
06/04/2018;China PR;Thailand;4;0;AFC Asian Cup;Amman;Jordan;TRUE
06/04/2018;Jordan;Philippines;1;2;AFC Asian Cup;Amman;Jordan;FALSE
07/04/2018;Argentina;Bolivia;3;0;Copa América;Coquimbo;Chile;TRUE
07/04/2018;Brazil;Ecuador;8;0;Copa América;Coquimbo;Chile;TRUE
07/04/2018;Germany;Czech Republic;4;0;FIFA World Cup qualification;Halle;Germany;FALSE
07/05/2018;Burkina Faso;Gambia;2;1;African Championship qualification;Ouagadougou;Burkina Faso;FALSE
07/05/2018;Dominican Republic;Puerto Rico;0;0;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;FALSE
07/04/2018;Japan;Vietnam;4;0;AFC Asian Cup;Amman;Jordan;TRUE
07/04/2018;Australia;South Korea;0;0;AFC Asian Cup;Amman;Jordan;TRUE
08/04/2018;United States;Mexico;6;2;Friendly;Houston;United States;FALSE
08/04/2018;Uruguay;Peru;1;1;Copa América;La Serena;Chile;TRUE
08/04/2018;Colombia;Paraguay;5;1;Copa América;La Serena;Chile;TRUE
08/04/2018;Uganda;Kenya;0;0;African Championship qualification;Kampala;Uganda;FALSE
08/04/2018;Zambia;Tanzania;1;1;African Championship qualification;Lusaka;Zambia;FALSE
08/04/2018;Zimbabwe;Namibia;2;0;African Championship qualification;Harare;Zimbabwe;FALSE
09/04/2018;Venezuela;Bolivia;8;0;Copa América;Coquimbo;Chile;TRUE
09/04/2018;Ecuador;Argentina;3;6;Copa América;Coquimbo;Chile;TRUE
09/04/2018;Kazakhstan;Russia;0;3;FIFA World Cup qualification;Astana;Kazakhstan;FALSE
09/04/2018;Croatia;Hungary;1;3;FIFA World Cup qualification;Zadar;Croatia;FALSE
09/04/2018;Denmark;Ukraine;1;0;FIFA World Cup qualification;Viborg;Denmark;FALSE
09/06/2018;Cameroon;Congo;5;0;African Championship qualification;Yaoundé;Cameroon;FALSE
09/04/2018;Equatorial Guinea;Kenya;2;0;African Championship qualification;Malabo;Equatorial Guinea;FALSE
09/04/2018;Philippines;China PR;0;3;AFC Asian Cup;Amman;Jordan;TRUE
09/04/2018;Jordan;Thailand;1;6;AFC Asian Cup;Amman;Jordan;FALSE
10/04/2018;Colombia;Peru;3;0;Copa América;La Serena;Chile;TRUE
10/04/2018;Chile;Uruguay;1;0;Copa América;La Serena;Chile;FALSE
10/04/2018;Bosnia and Herzegovina;England;0;2;FIFA World Cup qualification;Zenica;Bosnia and Herzegovina;FALSE
10/04/2018;Albania;Belarus;1;0;FIFA World Cup qualification;Elbasan;Albania;FALSE
10/04/2018;Scotland;Poland;3;0;FIFA World Cup qualification;Paisley;Scotland;FALSE
10/04/2018;Republic of Ireland;Netherlands;0;2;FIFA World Cup qualification;Dublin;Republic of Ireland;FALSE
10/04/2018;Northern Ireland;Norway;0;3;FIFA World Cup qualification;Portadown;Northern Ireland;FALSE
10/04/2018;Slovenia;Germany;0;4;FIFA World Cup qualification;Domžale;Slovenia;FALSE
10/04/2018;Faroe Islands;Iceland;0;5;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE
10/04/2018;Italy;Belgium;2;1;FIFA World Cup qualification;Ferrara;Italy;FALSE
10/04/2018;Moldova;Romania;0;0;FIFA World Cup qualification;Chișinău;Moldova;FALSE
10/04/2018;Israel;Serbia;0;1;FIFA World Cup qualification;Ramat Gan;Israel;FALSE
10/04/2018;Austria;Spain;0;1;FIFA World Cup qualification;Maria Enzersdorf;Austria;FALSE
10/04/2018;Algeria;Senegal;2;0;African Championship qualification;Algiers;Algeria;FALSE
10/04/2018;Ethiopia;Libya;7;0;African Championship qualification;Addis Ababa;Ethiopia;FALSE
10/04/2018;Ivory Coast;Morocco;0;0;African Championship qualification;Abidjan;Ivory Coast;FALSE
10/04/2018;Gambia;Burkina Faso;2;1;African Championship qualification;Bakau;Gambia;FALSE
10/04/2018;Eswatini;Lesotho;1;2;African Championship qualification;Lobamba;Eswatini;FALSE
10/06/2018;Ethiopia;Algeria;2;3;African Championship qualification;Addis Ababa;Ethiopia;FALSE
10/06/2018;Mali;Ivory Coast;0;0;African Championship qualification;Bamako;Mali;FALSE
10/06/2018;South Africa;Lesotho;6;0;African Championship qualification;Bloemfontein;South Africa;FALSE
10/06/2018;Zimbabwe;Zambia;1;2;African Championship qualification;Harare;Zimbabwe;FALSE
10/04/2018;South Korea;Japan;0;0;AFC Asian Cup;Amman;Jordan;TRUE
10/04/2018;Vietnam;Australia;0;8;AFC Asian Cup;Amman;Jordan;TRUE
11/04/2018;Ecuador;Bolivia;0;1;Copa América;Coquimbo;Chile;TRUE
11/04/2018;Brazil;Venezuela;4;0;Copa América;Coquimbo;Chile;TRUE
12/04/2018;Paraguay;Uruguay;2;1;Copa América;La Serena;Chile;TRUE
12/04/2018;Chile;Peru;5;0;Copa América;La Serena;Chile;FALSE
12/04/2018;Jordan;China PR;1;8;AFC Asian Cup;Amman;Jordan;FALSE
12/04/2018;Thailand;Philippines;3;1;AFC Asian Cup;Amman;Jordan;TRUE
13/04/2018;Argentina;Venezuela;2;0;Copa América;Coquimbo;Chile;TRUE
13/04/2018;Bolivia;Brazil;0;7;Copa América;Coquimbo;Chile;TRUE
13/04/2018;Japan;Australia;1;1;AFC Asian Cup;Amman;Jordan;TRUE
13/04/2018;South Korea;Vietnam;4;0;AFC Asian Cup;Amman;Jordan;TRUE
16/04/2018;Colombia;Argentina;1;3;Copa América;La Serena;Chile;TRUE
16/04/2018;Chile;Brazil;1;3;Copa América;La Serena;Chile;FALSE
16/04/2018;Philippines;South Korea;0;5;AFC Asian Cup;Amman;Jordan;TRUE
17/04/2018;Australia;Thailand;2;2;AFC Asian Cup;Amman;Jordan;TRUE
17/04/2018;China PR;Japan;1;3;AFC Asian Cup;Amman;Jordan;TRUE
19/04/2018;Brazil;Argentina;3;0;Copa América;La Serena;Chile;TRUE
19/04/2018;Chile;Colombia;0;0;Copa América;La Serena;Chile;FALSE
20/04/2018;China PR;Thailand;3;1;AFC Asian Cup;Amman;Jordan;TRUE
20/04/2018;Japan;Australia;1;0;AFC Asian Cup;Amman;Jordan;TRUE
22/04/2018;Chile;Argentina;4;0;Copa América;La Serena;Chile;FALSE
22/04/2018;Brazil;Colombia;3;0;Copa América;La Serena;Chile;TRUE
07/05/2018;Cuba;Aruba;11;0;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;TRUE
09/05/2018;Anguilla;Aruba;1;2;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;TRUE
09/05/2018;Cuba;Puerto Rico;2;2;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;TRUE
09/05/2018;Jamaica;Guadeloupe;13;0;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;TRUE
09/05/2018;Haiti;Martinique;2;0;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;FALSE
11/05/2018;Aruba;Puerto Rico;0;5;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;TRUE
11/05/2018;Dominican Republic;Anguilla;3;0;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;FALSE
11/05/2018;Martinique;Jamaica;0;3;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;TRUE
11/05/2018;Haiti;Guadeloupe;11;0;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;FALSE
13/05/2018;Anguilla;Cuba;0;4;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;TRUE
13/05/2018;Dominican Republic;Aruba;3;0;CONCACAF Gold Cup qualification;San Cristóbal;Dominican Republic;FALSE
13/05/2018;Guadeloupe;Martinique;0;3;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;TRUE
13/05/2018;Haiti;Jamaica;2;2;CONCACAF Gold Cup qualification;Port-au-Prince;Haiti;FALSE
19/05/2018;Dominica;Saint Kitts and Nevis;1;2;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
19/05/2018;Trinidad and Tobago;U.S. Virgin Islands;10;0;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;FALSE
21/05/2018;U.S. Virgin Islands;Grenada;3;0;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
21/05/2018;Trinidad and Tobago;Dominica;3;0;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;FALSE
23/05/2018;Saint Kitts and Nevis;Grenada;10;0;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
23/05/2018;U.S. Virgin Islands;Dominica;0;3;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
23/05/2018;Saint Lucia;Curaçao;2;1;CONCACAF Gold Cup qualification;St. John's;Antigua and Barbuda;TRUE
23/05/2018;Antigua and Barbuda;Saint Vincent and the Grenadines;1;0;CONCACAF Gold Cup qualification;St. John's;Antigua and Barbuda;FALSE
23/05/2018;Barbados;Suriname;2;1;CONCACAF Gold Cup qualification;Leonora;Guyana;TRUE
23/05/2018;Guyana;Bermuda;2;2;CONCACAF Gold Cup qualification;Leonora;Guyana;FALSE
25/05/2018;Grenada;Dominica;1;1;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
25/05/2018;Trinidad and Tobago;Saint Kitts and Nevis;1;1;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;FALSE
25/05/2018;Saint Vincent and the Grenadines;Saint Lucia;1;2;CONCACAF Gold Cup qualification;St. John's;Antigua and Barbuda;TRUE
25/05/2018;Antigua and Barbuda;Curaçao;3;0;CONCACAF Gold Cup qualification;St. John's;Antigua and Barbuda;FALSE
25/05/2018;Bermuda;Barbados;3;2;CONCACAF Gold Cup qualification;Leonora;Guyana;TRUE
25/05/2018;Guyana;Suriname;6;1;CONCACAF Gold Cup qualification;Leonora;Guyana;FALSE
27/05/2018;Saint Kitts and Nevis;U.S. Virgin Islands;7;0;CONCACAF Gold Cup qualification;Couva;Trinidad and Tobago;TRUE
