date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
16/10/1999;Belgium;Austria;3;1;UEFA Euro qualification;Machelen;Belgium;FALSE
16/10/1999;Bosnia and Herzegovina;Greece;1;3;UEFA Euro qualification;Bosnia and Herzegovina;Bosnia and Herzegovina;FALSE
17/10/1999;Czech Republic;Republic of Ireland;1;1;UEFA Euro qualification;Blšany;Czech Republic;FALSE
19/10/1999;Israel;Estonia;2;1;UEFA Euro qualification;Herzliya;Israel;FALSE
23/10/1999;Portugal;Norway;0;4;UEFA Euro qualification;Sesimbra;Portugal;FALSE
23/10/1999;Croatia;Scotland;4;3;UEFA Euro qualification;Poreč;Croatia;FALSE
24/10/1999;Austria;Wales;1;1;UEFA Euro qualification;Austria;Austria;FALSE
24/10/1999;Romania;Belarus;1;1;UEFA Euro qualification;Romania;Romania;FALSE
30/10/1999;Netherlands;France;1;1;UEFA Euro qualification;Eindhoven;Netherlands;FALSE
30/10/1999;Republic of Ireland;Croatia;2;0;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
31/10/1999;Israel;Romania;0;4;UEFA Euro qualification;Israel;Israel;FALSE
03/11/1999;Turkey;Hungary;2;8;UEFA Euro qualification;İzmir;Turkey;FALSE
06/11/1999;Belgium;Poland;4;1;UEFA Euro qualification;Wavre;Belgium;FALSE
07/11/1999;Spain;Sweden;2;5;UEFA Euro qualification;Plasencia;Spain;FALSE
07/11/1999;North Korea;India;7;0;AFC Championship;Philippines;Philippines;TRUE
07/11/1999;Taiwan;Malaysia;16;0;AFC Championship;Philippines;Philippines;TRUE
07/11/1999;China PR;South Korea;5;2;AFC Championship;Philippines;Philippines;TRUE
07/11/1999;Hong Kong;Kazakhstan;0;8;AFC Championship;Philippines;Philippines;TRUE
08/11/1999;Japan;Thailand;9;0;AFC Championship;Iloilo City;Philippines;TRUE
08/11/1999;Philippines;Nepal;5;0;AFC Championship;Iloilo City;Philippines;FALSE
09/11/1999;North Korea;Vietnam;12;1;AFC Championship;Philippines;Philippines;TRUE
09/11/1999;India;Malaysia;3;0;AFC Championship;Philippines;Philippines;TRUE
09/11/1999;China PR;Guam;15;0;AFC Championship;Philippines;Philippines;TRUE
09/11/1999;South Korea;Kazakhstan;6;0;AFC Championship;Philippines;Philippines;TRUE
10/11/1999;Denmark;FR Yugoslavia;6;0;UEFA Euro qualification;Odense;Denmark;FALSE
10/11/1999;Uzbekistan;Japan;1;5;AFC Championship;Iloilo City;Philippines;TRUE
10/11/1999;Thailand;Nepal;5;0;AFC Championship;Iloilo City;Philippines;TRUE
11/11/1999;Italy;Germany;4;4;UEFA Euro qualification;Isernia;Italy;FALSE
11/11/1999;Malaysia;North Korea;1;5;AFC Championship;Philippines;Philippines;TRUE
11/11/1999;Taiwan;Vietnam;4;1;AFC Championship;Philippines;Philippines;TRUE
11/11/1999;Kazakhstan;China PR;0;9;AFC Championship;Bacolod;Philippines;TRUE
11/11/1999;Hong Kong;Guam;0;2;AFC Championship;Philippines;Philippines;TRUE
19/11/1999;North Korea;China PR;0;3;AFC Championship;Bacolod;Philippines;TRUE
19/11/1999;Japan;Taiwan;0;2;AFC Championship;Bacolod;Philippines;TRUE
12/11/1999;Japan;Nepal;14;0;AFC Championship;Barotac Nuevo;Philippines;TRUE
12/11/1999;Philippines;Uzbekistan;0;1;AFC Championship;Iloilo City;Philippines;FALSE
13/11/1999;Taiwan;North Korea;1;1;AFC Championship;Philippines;Philippines;TRUE
13/11/1999;India;Vietnam;0;3;AFC Championship;Philippines;Philippines;TRUE
13/11/1999;China PR;Hong Kong;12;0;AFC Championship;Philippines;Philippines;TRUE
13/11/1999;South Korea;Guam;8;0;AFC Championship;Philippines;Philippines;TRUE
14/11/1999;Scotland;Czech Republic;2;1;UEFA Euro qualification;Cumbernauld;Scotland;FALSE
14/11/1999;Thailand;Uzbekistan;0;1;AFC Championship;Barotac Nuevo;Philippines;TRUE
14/11/1999;Philippines;Japan;0;6;AFC Championship;Iloilo City;Philippines;FALSE
15/11/1999;Vietnam;Malaysia;4;0;AFC Championship;Philippines;Philippines;TRUE
15/11/1999;Taiwan;India;2;0;AFC Championship;Philippines;Philippines;TRUE
15/11/1999;Guam;Kazakhstan;0;8;AFC Championship;Philippines;Philippines;TRUE
15/11/1999;South Korea;Hong Kong;14;0;AFC Championship;Philippines;Philippines;TRUE
16/11/1999;Israel;Slovakia;0;5;UEFA Euro qualification;Israel;Israel;FALSE
16/11/1999;Uzbekistan;Nepal;6;1;AFC Championship;Barotac Nuevo;Philippines;TRUE
16/11/1999;Philippines;Thailand;0;1;AFC Championship;Iloilo City;Philippines;FALSE
21/11/1999;North Korea;Japan;3;2;AFC Championship;Bacolod;Philippines;TRUE
21/11/1999;China PR;Taiwan;3;0;AFC Championship;Bacolod;Philippines;TRUE
27/11/1999;France;Spain;1;0;UEFA Euro qualification;Martigues;France;FALSE
27/11/1999;Portugal;Switzerland;0;1;UEFA Euro qualification;Leiria;Portugal;FALSE
01/12/1999;Wales;Belgium;0;2;UEFA Euro qualification;Llanelli;Wales;FALSE
12/12/1999;Spain;Netherlands;1;1;UEFA Euro qualification;Córdoba;Spain;FALSE
18/12/1999;Greece;Turkey;0;0;UEFA Euro qualification;Karditsa;Greece;FALSE
16/02/2000;Turkey;Bosnia and Herzegovina;3;1;UEFA Euro qualification;Istanbul;Turkey;FALSE
20/02/2000;England;Portugal;2;0;UEFA Euro qualification;Barnsley;England;FALSE
04/03/2000;Greece;Bosnia and Herzegovina;4;0;UEFA Euro qualification;Greece;Greece;FALSE
07/03/2000;England;Norway;0;3;UEFA Euro qualification;Norwich;England;FALSE
12/03/2000;Portugal;United States;0;7;Algarve Cup;Albufeira;Portugal;FALSE
12/03/2000;Sweden;Denmark;1;0;Algarve Cup;Silves;Portugal;TRUE
12/03/2000;China PR;Canada;4;0;Algarve Cup;Lagoa;Portugal;TRUE
12/03/2000;Norway;Finland;2;0;Algarve Cup;Lagoa;Portugal;TRUE
14/03/2000;United States;Denmark;2;1;Algarve Cup;Faro;Portugal;TRUE
14/03/2000;Portugal;Sweden;1;5;Algarve Cup;Faro;Portugal;FALSE
14/03/2000;China PR;Finland;4;1;Algarve Cup;Albufeira;Portugal;TRUE
14/03/2000;Norway;Canada;2;1;Algarve Cup;Albufeira;Portugal;TRUE
16/03/2000;United States;Sweden;1;0;Algarve Cup;Lagos;Portugal;TRUE
16/03/2000;Portugal;Denmark;0;2;Algarve Cup;Lagos;Portugal;FALSE
16/03/2000;China PR;Norway;0;3;Algarve Cup;Portimão;Portugal;TRUE
16/03/2000;Finland;Canada;1;2;Algarve Cup;Portimão;Portugal;TRUE
18/03/2000;Portugal;Finland;0;3;Algarve Cup;Montechoro;Portugal;FALSE
18/03/2000;Canada;Denmark;3;2;Algarve Cup;Lagoa;Portugal;TRUE
18/03/2000;China PR;Sweden;1;0;Algarve Cup;Quarteira;Portugal;TRUE
18/03/2000;United States;Norway;1;0;Algarve Cup;Loulé;Portugal;TRUE
26/03/2000;Belgium;Wales;6;0;UEFA Euro qualification;Ciney;Belgium;FALSE
01/04/2000;Netherlands;Spain;1;2;UEFA Euro qualification;Almelo;Netherlands;FALSE
01/04/2000;Switzerland;Portugal;0;2;UEFA Euro qualification;Thônex;Switzerland;FALSE
06/04/2000;Germany;Italy;3;0;UEFA Euro qualification;Frankfurt;Germany;FALSE
08/04/2000;Hungary;Greece;6;0;UEFA Euro qualification;Hungary;Hungary;FALSE
12/04/2000;Denmark;Finland;3;1;UEFA Euro qualification;Odense;Denmark;FALSE
15/04/2000;France;Netherlands;2;1;UEFA Euro qualification;Castanet-Tolosan;France;FALSE
15/04/2000;Austria;Belgium;0;3;UEFA Euro qualification;Horn;Austria;FALSE
22/04/2000;Portugal;England;2;2;UEFA Euro qualification;Sacavém;Portugal;FALSE
25/04/2000;Slovakia;Israel;4;0;UEFA Euro qualification;Slovakia;Slovakia;FALSE
26/04/2000;Hungary;Turkey;6;0;UEFA Euro qualification;Kecskemét;Hungary;FALSE
29/04/2000;Sweden;Netherlands;1;1;UEFA Euro qualification;Varberg;Sweden;FALSE
29/04/2000;Austria;Poland;2;3;UEFA Euro qualification;Austria;Austria;FALSE
29/04/2000;Republic of Ireland;Scotland;0;3;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
06/05/2000;Poland;Belgium;2;2;UEFA Euro qualification;Konin;Poland;FALSE
06/05/2000;Croatia;Republic of Ireland;1;3;UEFA Euro qualification;Velika Gorica;Croatia;FALSE
07/05/2000;Norway;Portugal;5;0;UEFA Euro qualification;Moss;Norway;FALSE
11/05/2000;Ukraine;Germany;1;6;UEFA Euro qualification;Kiev;Ukraine;FALSE
13/05/2000;England;Switzerland;1;0;UEFA Euro qualification;England;England;FALSE
13/05/2000;Turkey;Greece;2;3;UEFA Euro qualification;Ankara;Turkey;FALSE
13/05/2000;Bosnia and Herzegovina;Hungary;0;3;UEFA Euro qualification;Bosnia and Herzegovina;Bosnia and Herzegovina;FALSE
14/05/2000;Wales;Austria;0;1;UEFA Euro qualification;Wales;Wales;FALSE
14/05/2000;Scotland;Croatia;4;1;UEFA Euro qualification;Stirling;Scotland;FALSE
17/05/2000;Netherlands;Sweden;0;3;UEFA Euro qualification;Rotterdam;Netherlands;FALSE
17/05/2000;Estonia;Belarus;0;7;UEFA Euro qualification;Valga;Estonia;FALSE
18/05/2000;Romania;Slovakia;4;1;UEFA Euro qualification;Romania;Romania;FALSE
20/05/2000;Russia;Finland;3;0;UEFA Euro qualification;Selyatino;Russia;FALSE
05/11/2000;Finland;Sweden;2;5;UEFA Euro qualification;Vantaa;Finland;FALSE
21/05/2000;Spain;France;1;2;UEFA Euro qualification;Vilagarcía de Arousa;Spain;FALSE
24/05/2000;FR Yugoslavia;Denmark;0;8;UEFA Euro qualification;Novi Sad;FR Yugoslavia;FALSE
27/05/2000;Poland;Wales;2;2;UEFA Euro qualification;Poland;Poland;FALSE
28/05/2000;Republic of Ireland;Czech Republic;0;4;UEFA Euro qualification;Arklow;Republic of Ireland;FALSE
01/06/2000;France;Sweden;2;0;UEFA Euro qualification;Nîmes;France;FALSE
01/06/2000;Finland;Denmark;2;1;UEFA Euro qualification;Mikkeli;Finland;FALSE
04/06/2000;Norway;England;8;0;UEFA Euro qualification;Moss;Norway;FALSE
06/06/2000;Romania;Israel;5;1;UEFA Euro qualification;Romania;Romania;FALSE
07/06/2000;Italy;Iceland;1;0;UEFA Euro qualification;Urbino;Italy;FALSE
11/06/2000;Sweden;Spain;7;0;UEFA Euro qualification;Karlskoga;Sweden;FALSE
14/06/2000;Russia;Denmark;5;2;UEFA Euro qualification;Selyatino;Russia;FALSE
15/06/2000;Slovakia;Romania;0;3;UEFA Euro qualification;Slovakia;Slovakia;FALSE
17/06/2000;Ukraine;Italy;0;0;UEFA Euro qualification;Kiev;Ukraine;FALSE
17/06/2000;Croatia;Czech Republic;1;2;UEFA Euro qualification;Zaprešić;Croatia;FALSE
23/06/2000;Brazil;Costa Rica;8;0;CONCACAF Gold Cup;Pennsylvania;United States;TRUE
23/06/2000;United States;Trinidad and Tobago;11;0;CONCACAF Gold Cup;Pennsylvania;United States;FALSE
24/06/2000;China PR;Guatemala;14;0;CONCACAF Gold Cup;Massachusetts;United States;TRUE
24/06/2000;Canada;Mexico;4;3;CONCACAF Gold Cup;Massachusetts;United States;TRUE
24/06/2000;Switzerland;Norway;0;1;UEFA Euro qualification;Interlaken;Switzerland;FALSE
24/06/2000;FR Yugoslavia;Russia;0;1;UEFA Euro qualification;Niš;FR Yugoslavia;FALSE
25/06/2000;Brazil;Trinidad and Tobago;11;0;CONCACAF Gold Cup;Kentucky;United States;TRUE
25/06/2000;United States;Costa Rica;8;0;CONCACAF Gold Cup;Kentucky;United States;FALSE
26/06/2000;Guatemala;Mexico;0;7;CONCACAF Gold Cup;Pennsylvania;United States;TRUE
26/06/2000;China PR;Canada;3;2;CONCACAF Gold Cup;Pennsylvania;United States;TRUE
27/06/2000;Trinidad and Tobago;Costa Rica;2;2;CONCACAF Gold Cup;Massachusetts;United States;TRUE
27/06/2000;United States;Brazil;0;0;CONCACAF Gold Cup;Massachusetts;United States;FALSE
27/06/2000;Estonia;Israel;1;2;UEFA Euro qualification;Tallinn;Estonia;FALSE
28/06/2000;Canada;Guatemala;12;0;CONCACAF Gold Cup;Kentucky;United States;TRUE
28/06/2000;Mexico;China PR;0;3;CONCACAF Gold Cup;Kentucky;United States;TRUE
29/06/2000;Belarus;Romania;0;1;UEFA Euro qualification;Mozyr;Belarus;FALSE
01/07/2000;United States;Canada;4;1;CONCACAF Gold Cup;Kentucky;United States;FALSE
01/07/2000;China PR;Brazil;2;3;CONCACAF Gold Cup;Kentucky;United States;TRUE
01/07/2000;Finland;FR Yugoslavia;2;0;UEFA Euro qualification;Finland;Finland;FALSE
01/07/2000;Czech Republic;Croatia;5;0;UEFA Euro qualification;Vranovice;Czech Republic;FALSE
03/07/2000;China PR;Canada;2;1;CONCACAF Gold Cup;Massachusetts;United States;TRUE
03/07/2000;United States;Brazil;1;0;CONCACAF Gold Cup;Massachusetts;United States;FALSE
05/07/2000;Belarus;Israel;1;0;UEFA Euro qualification;Minsk;Belarus;FALSE
29/07/2000;Gabon;Cameroon;0;3;African Championship qualification;Libreville;Gabon;FALSE
30/07/2000;Réunion;Egypt;4;3;African Championship qualification;Saint Paul;Réunion;FALSE
30/07/2000;Morocco;Algeria;3;0;African Championship qualification;Casablanca;Morocco;FALSE
30/07/2000;Zimbabwe;Lesotho;4;0;African Championship qualification;Harare;Zimbabwe;FALSE
05/08/2000;Slovakia;Belarus;6;1;UEFA Euro qualification;Slovakia;Slovakia;FALSE
11/08/2000;Egypt;Réunion;1;1;African Championship qualification;Alexandria;Egypt;FALSE
12/08/2000;Algeria;Morocco;1;3;African Championship qualification;Algiers;Algeria;FALSE
13/08/2000;Lesotho;Zimbabwe;0;4;African Championship qualification;Maseru;Lesotho;FALSE
17/08/2000;Iceland;Germany;0;6;UEFA Euro qualification;Kópavogur;Iceland;FALSE
22/08/2000;Iceland;Ukraine;2;3;UEFA Euro qualification;Reykjavík;Iceland;FALSE
26/08/2000;Czech Republic;Scotland;5;1;UEFA Euro qualification;Blšany;Czech Republic;FALSE
26/08/2000;Romania;Estonia;10;0;UEFA Euro qualification;Câmpina;Romania;FALSE
29/08/2000;Slovakia;Estonia;3;1;UEFA Euro qualification;Žiar nad Hronom;Slovakia;FALSE
13/09/2000;Australia;Germany;0;3;Olympic Games;Canberra;Australia;FALSE
13/09/2000;Sweden;Brazil;0;2;Olympic Games;Melbourne;Australia;TRUE
14/09/2000;United States;Norway;2;0;Olympic Games;Melbourne;Australia;TRUE
14/09/2000;China PR;Nigeria;3;1;Olympic Games;Canberra;Australia;TRUE
16/09/2000;Australia;Sweden;1;1;Olympic Games;Sydney;Australia;FALSE
16/09/2000;Germany;Brazil;2;1;Olympic Games;Canberra;Australia;TRUE
17/09/2000;United States;China PR;1;1;Olympic Games;Melbourne;Australia;TRUE
17/09/2000;Norway;Nigeria;3;1;Olympic Games;Canberra;Australia;TRUE
19/09/2000;Australia;Brazil;1;2;Olympic Games;Sydney;Australia;FALSE
19/09/2000;Germany;Sweden;1;0;Olympic Games;Melbourne;Australia;TRUE
20/09/2000;United States;Nigeria;3;1;Olympic Games;Melbourne;Australia;TRUE
20/09/2000;Norway;China PR;2;1;Olympic Games;Canberra;Australia;TRUE
21/09/2000;Romania;Iceland;2;2;UEFA Euro qualification;Câmpina;Romania;FALSE
24/09/2000;Germany;Norway;0;1;Olympic Games;Sydney;Australia;TRUE
24/09/2000;United States;Brazil;1;0;Olympic Games;Canberra;Australia;TRUE
28/09/2000;Germany;Brazil;2;0;Olympic Games;Sydney;Australia;TRUE
28/09/2000;Norway;United States;3;2;Olympic Games;Sydney;Australia;TRUE
30/09/2000;Iceland;Romania;8;0;UEFA Euro qualification;Reykjavík;Iceland;FALSE
14/10/2000;Hungary;Netherlands;0;3;UEFA Euro qualification;Bük;Hungary;FALSE
14/10/2000;Belgium;Switzerland;1;1;UEFA Euro qualification;Wolvertem;Belgium;FALSE
14/10/2000;Czech Republic;FR Yugoslavia;1;0;UEFA Euro qualification;Brumov-Bylnice;Czech Republic;FALSE
18/10/2000;Sweden;Finland;5;1;UEFA Euro qualification;Jonkoping;Sweden;FALSE
18/10/2000;Italy;Portugal;3;0;UEFA Euro qualification;Palermo;Italy;FALSE
22/10/2000;Spain;Denmark;1;6;UEFA Euro qualification;Burgos;Spain;FALSE
30/10/2000;Ukraine;England;1;2;UEFA Euro qualification;Borispol;Ukraine;FALSE
11/11/2000;South Africa;Réunion;3;0;African Championship;South Africa;South Africa;FALSE
11/11/2000;Zimbabwe;Uganda;2;2;African Championship;South Africa;South Africa;TRUE
12/11/2000;Nigeria;Ghana;2;2;African Championship;South Africa;South Africa;TRUE
12/11/2000;Cameroon;Morocco;4;1;African Championship;South Africa;South Africa;TRUE
14/11/2000;Zimbabwe;Réunion;2;1;African Championship;South Africa;South Africa;TRUE
14/11/2000;South Africa;Uganda;3;0;African Championship;South Africa;South Africa;FALSE
15/11/2000;Ghana;Cameroon;2;0;African Championship;South Africa;South Africa;TRUE
15/11/2000;Nigeria;Morocco;6;0;African Championship;South Africa;South Africa;TRUE
17/11/2000;Uganda;Réunion;2;1;African Championship;South Africa;South Africa;TRUE
17/11/2000;South Africa;Zimbabwe;2;1;African Championship;South Africa;South Africa;FALSE
18/11/2000;Ghana;Morocco;3;0;African Championship;South Africa;South Africa;TRUE
18/11/2000;Nigeria;Cameroon;3;0;African Championship;South Africa;South Africa;TRUE
18/11/2000;Switzerland;Belgium;0;0;UEFA Euro qualification;Sierre;Switzerland;FALSE
18/11/2000;Netherlands;Hungary;2;0;UEFA Euro qualification;Almelo;Netherlands;FALSE
19/11/2000;FR Yugoslavia;Czech Republic;2;3;UEFA Euro qualification;Niš;FR Yugoslavia;FALSE
21/11/2000;South Africa;Ghana;1;0;African Championship;South Africa;South Africa;FALSE
21/11/2000;Nigeria;Zimbabwe;6;0;African Championship;South Africa;South Africa;TRUE
21/11/2000;Denmark;Spain;4;2;UEFA Euro qualification;Odense;Denmark;FALSE
22/11/2000;Portugal;Italy;1;0;UEFA Euro qualification;Portalegre;Portugal;FALSE
24/11/2000;Ghana;Zimbabwe;6;3;African Championship;South Africa;South Africa;TRUE
25/11/2000;South Africa;Nigeria;0;2;African Championship;South Africa;South Africa;FALSE
28/11/2000;England;Ukraine;2;0;UEFA Euro qualification;London;England;FALSE
11/03/2001;Canada;United States;3;0;Algarve Cup;Lagos;Portugal;TRUE
11/03/2001;Portugal;Sweden;1;4;Algarve Cup;Lagos;Portugal;FALSE
11/03/2001;Denmark;China PR;2;1;Algarve Cup;Montechoro;Portugal;TRUE
11/03/2001;Norway;Finland;5;1;Algarve Cup;Montechoro;Portugal;TRUE
13/03/2001;Portugal;United States;0;2;Algarve Cup;Silves;Portugal;FALSE
13/03/2001;Sweden;Canada;5;2;Algarve Cup;Silves;Portugal;TRUE
13/03/2001;Norway;China PR;0;2;Algarve Cup;Olhão;Portugal;TRUE
13/03/2001;Finland;Denmark;0;6;Algarve Cup;Olhão;Portugal;TRUE
15/03/2001;Sweden;United States;2;0;Algarve Cup;Albufeira;Portugal;TRUE
15/03/2001;Portugal;Canada;1;2;Algarve Cup;Albufeira;Portugal;FALSE
15/03/2001;Norway;Denmark;1;0;Algarve Cup;Portimão;Portugal;TRUE
15/03/2001;China PR;Finland;3;0;Algarve Cup;Portimão;Portugal;TRUE
17/03/2001;Portugal;Finland;1;3;Algarve Cup;Montechoro;Portugal;FALSE
17/03/2001;Norway;United States;4;3;Algarve Cup;Quarteira;Portugal;TRUE
17/03/2001;China PR;Canada;5;1;Algarve Cup;Loulé;Portugal;TRUE
17/03/2001;Sweden;Denmark;3;0;Algarve Cup;Loulé;Portugal;TRUE
23/06/2001;Germany;Sweden;3;1;UEFA Euro;Erfurt;Germany;FALSE
24/06/2001;Russia;England;1;1;UEFA Euro;Jena;Germany;TRUE
25/06/2001;Italy;Denmark;2;1;UEFA Euro;Aalen;Germany;TRUE
25/06/2001;Norway;France;3;0;UEFA Euro;Ulm;Germany;TRUE
27/06/2001;Germany;Russia;5;0;UEFA Euro;Erfurt;Germany;FALSE
27/06/2001;Sweden;England;4;0;UEFA Euro;Jena;Germany;TRUE
28/06/2001;France;Denmark;3;4;UEFA Euro;Reutlingen;Germany;TRUE
28/06/2001;Norway;Italy;1;1;UEFA Euro;Reutlingen;Germany;TRUE
30/06/2001;Germany;England;3;0;UEFA Euro;Jena;Germany;FALSE
30/06/2001;Sweden;Russia;1;0;UEFA Euro;Erfurt;Germany;TRUE
01/07/2001;Denmark;Norway;1;0;UEFA Euro;Aalen;Germany;TRUE
01/07/2001;France;Italy;2;0;UEFA Euro;Ulm;Germany;TRUE
04/07/2001;Germany;Norway;1;0;UEFA Euro;Ulm;Germany;FALSE
04/07/2001;Denmark;Sweden;0;1;UEFA Euro;Ulm;Germany;TRUE
07/07/2001;Germany;Sweden;1;0;UEFA Euro;Ulm;Germany;FALSE
04/12/2001;Taiwan;Malaysia;14;0;AFC Championship;New Taipei City;Taiwan;FALSE
04/12/2001;India;South Korea;0;7;AFC Championship;New Taipei City;Taiwan;TRUE
04/12/2001;Japan;Singapore;14;0;AFC Championship;New Taipei City;Taiwan;TRUE
04/12/2001;North Korea;Guam;19;0;AFC Championship;New Taipei City;Taiwan;TRUE
05/12/2001;China PR;Hong Kong;10;0;AFC Championship;New Taipei City;Taiwan;TRUE
05/12/2001;Uzbekistan;Philippines;5;0;AFC Championship;New Taipei City;Taiwan;TRUE
06/12/2001;Malaysia;Thailand;0;4;AFC Championship;New Taipei City;Taiwan;TRUE
06/12/2001;Taiwan;India;5;0;AFC Championship;New Taipei City;Taiwan;FALSE
06/12/2001;Vietnam;Guam;2;0;AFC Championship;New Taipei City;Taiwan;TRUE
06/12/2001;North Korea;Singapore;24;0;AFC Championship;New Taipei City;Taiwan;TRUE
07/12/2001;Hong Kong;Philippines;2;1;AFC Championship;New Taipei City;Taiwan;TRUE
07/12/2001;China PR;Uzbekistan;11;0;AFC Championship;New Taipei City;Taiwan;TRUE
08/12/2001;Malaysia;South Korea;0;3;AFC Championship;New Taipei City;Taiwan;TRUE
08/12/2001;Taiwan;Thailand;5;0;AFC Championship;New Taipei City;Taiwan;FALSE
08/12/2001;Japan;Guam;11;0;AFC Championship;New Taipei City;Taiwan;TRUE
08/12/2001;North Korea;Vietnam;4;0;AFC Championship;New Taipei City;Taiwan;TRUE
09/12/2001;Uzbekistan;Hong Kong;4;0;AFC Championship;New Taipei City;Taiwan;TRUE
09/12/2001;China PR;Philippines;10;0;AFC Championship;New Taipei City;Taiwan;TRUE
10/12/2001;India;Thailand;0;1;AFC Championship;New Taipei City;Taiwan;TRUE
10/12/2001;Taiwan;South Korea;0;1;AFC Championship;New Taipei City;Taiwan;FALSE
10/12/2001;Vietnam;Singapore;8;0;AFC Championship;New Taipei City;Taiwan;TRUE
10/12/2001;Japan;North Korea;0;1;AFC Championship;New Taipei City;Taiwan;TRUE
12/12/2001;South Korea;Thailand;4;0;AFC Championship;New Taipei City;Taiwan;TRUE
12/12/2001;India;Malaysia;3;0;AFC Championship;New Taipei City;Taiwan;TRUE
12/12/2001;Japan;Vietnam;3;1;AFC Championship;New Taipei City;Taiwan;TRUE
12/12/2001;Guam;Singapore;1;2;AFC Championship;New Taipei City;Taiwan;TRUE
14/12/2001;South Korea;Japan;1;2;AFC Championship;New Taipei City;Taiwan;TRUE
14/12/2001;North Korea;China PR;3;1;AFC Championship;New Taipei City;Taiwan;TRUE
16/12/2001;South Korea;China PR;0;8;AFC Championship;New Taipei City;Taiwan;TRUE
16/12/2001;North Korea;Japan;2;0;AFC Championship;New Taipei City;Taiwan;TRUE
23/01/2002;Norway;United States;1;0;Four Nations Tournament;Guangzhou;China PR;TRUE
23/01/2002;China PR;Germany;2;1;Four Nations Tournament;Guangzhou;China PR;FALSE
25/01/2002;Germany;United States;0;0;Four Nations Tournament;Guangzhou;China PR;TRUE
25/01/2002;China PR;Norway;0;3;Four Nations Tournament;Guangzhou;China PR;FALSE
27/01/2002;Germany;Norway;3;1;Four Nations Tournament;Guangzhou;China PR;TRUE
27/01/2002;China PR;United States;0;2;Four Nations Tournament;Guangzhou;China PR;FALSE
01/03/2002;Denmark;Germany;0;3;Algarve Cup;Portimão;Portugal;TRUE
01/03/2002;China PR;Finland;4;1;Algarve Cup;Portimão;Portugal;TRUE
01/03/2002;Sweden;United States;1;1;Algarve Cup;Albufeira;Portugal;TRUE
01/03/2002;Norway;England;3;1;Algarve Cup;Ferreiras;Portugal;TRUE
01/03/2002;Canada;Scotland;3;0;Algarve Cup;Quarteira;Portugal;TRUE
01/03/2002;Portugal;Wales;0;1;Algarve Cup;Quarteira;Portugal;FALSE
03/03/2002;Finland;Denmark;0;2;Algarve Cup;Santo António;Portugal;TRUE
03/03/2002;Germany;China PR;2;4;Algarve Cup;Santo António;Portugal;TRUE
03/03/2002;Sweden;Norway;3;3;Algarve Cup;Ferreiras;Portugal;TRUE
03/03/2002;United States;England;2;0;Algarve Cup;Ferreiras;Portugal;TRUE
03/03/2002;Canada;Wales;4;0;Algarve Cup;Lagoa;Portugal;TRUE
03/03/2002;Portugal;Scotland;1;2;Algarve Cup;Lagoa;Portugal;FALSE
05/03/2002;Denmark;China PR;0;1;Algarve Cup;Olhão;Portugal;TRUE
05/03/2002;Finland;Germany;0;2;Algarve Cup;Olhão;Portugal;TRUE
05/03/2002;England;Sweden;3;6;Algarve Cup;Lagos;Portugal;TRUE
05/03/2002;Norway;United States;3;2;Algarve Cup;Lagos;Portugal;TRUE
05/03/2002;Wales;Scotland;0;1;Algarve Cup;Silves;Portugal;TRUE
05/03/2002;Portugal;Canada;1;7;Algarve Cup;Silves;Portugal;FALSE
07/03/2002;Portugal;Wales;4;0;Algarve Cup;Montechoro;Portugal;FALSE
07/03/2002;England;Scotland;4;1;Algarve Cup;Quarteira;Portugal;TRUE
07/03/2002;Finland;Canada;3;0;Algarve Cup;Lagoa;Portugal;TRUE
07/03/2002;United States;Denmark;3;2;Algarve Cup;Montechoro;Portugal;TRUE
07/03/2002;Sweden;Germany;2;1;Algarve Cup;Faro;Portugal;TRUE
07/03/2002;China PR;Norway;1;0;Algarve Cup;Loulé;Portugal;TRUE
05/07/2002;Trinidad and Tobago;Dominica;13;0;CONCACAF Gold Cup qualification;Trinidad and Tobago;Trinidad and Tobago;FALSE
06/07/2002;Trinidad and Tobago;Dominica;9;0;CONCACAF Gold Cup qualification;Trinidad and Tobago;Trinidad and Tobago;FALSE
10/07/2002;Haiti;Bahamas;9;0;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
10/07/2002;Dominican Republic;Saint Lucia;2;2;CONCACAF Gold Cup qualification;Haiti;Haiti;TRUE
12/07/2002;Haiti;Saint Lucia;2;0;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
12/07/2002;Dominican Republic;Bahamas;3;0;CONCACAF Gold Cup qualification;Haiti;Haiti;TRUE
13/07/2002;Jamaica;Puerto Rico;8;0;CONCACAF Gold Cup qualification;Jamaica;Jamaica;FALSE
14/07/2002;Saint Lucia;Bahamas;7;1;CONCACAF Gold Cup qualification;Haiti;Haiti;TRUE
14/07/2002;Haiti;Dominican Republic;2;0;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
21/07/2002;Puerto Rico;Jamaica;0;3;CONCACAF Gold Cup qualification;Puerto Rico;Puerto Rico;FALSE
29/07/2002;Panama;Guatemala;2;1;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
